Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
510000;EGRESOS EN PERSONAL;Salarios Unificados;1532036,16;20110,7;1552146,86;0;497739,91;497739,91;497739,91;1054406,95;1054406,95;0;32,07
510000;EGRESOS EN PERSONAL;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios;13704453,36;58576,95;13763030,31;0;4448698,5;4448698,5;4448698,5;9314331,81;9314331,81;0;32,32
510000;EGRESOS EN PERSONAL;Compensacion por Transporte;23568;-1207;22361;0;7209;7209;7209;15152;15152;0;32,24
510000;EGRESOS EN PERSONAL;Aporte Patronal;3796544,7;-25032,34;3771512,36;0;1254332,11;1254332,11;1254332,11;2517180,25;2517180,25;0;33,26
530000;BIENES Y SERVICIOS DE CONSUMO;Espectaculos Culturales y Sociales;60000;170835,11;230835,11;222500;0;0;0;230835,11;230835,11;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Pasajes al Exterior;187769,8;26652,1;214421,9;196381,76;6540,14;6540,14;6540,14;207881,76;207881,76;0;3,05
530000;BIENES Y SERVICIOS DE CONSUMO;Mobiliarios (Instalacion Mantenimiento y Reparacion);1500;-1500;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Mantenimiento de Areas Verdes y Arreglo de Vias Internas;9398,11;-9398,11;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Servicio de Auditoria;34673,09;0;34673,09;34673,09;0;0;0;34673,09;34673,09;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Vestuario Lenceria Prendas de Proteccion Insumos y Accesorios para uniformes del personal de Proteccion Vigilancia y Seguridad;114695,75;-12331,05;102364,7;38737,81;21841;21841;21841;80523,7;80523,7;0;21,34
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales de Aseo;97605,03;-55860,21;41744,82;33018,78;464,7;464,7;0;41280,12;41280,12;464,7;1,11
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales de Impresion Fotografia Reproduccion y Publicaciones;30662,32;14905,49;45567,81;368;0;0;0;45567,81;45567,81;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Insumos Bienes y Materiales para Produccion de Programas de Radio Television Eventos Culturales Artisticos y Entretenimiento en General;12139;7100,39;19239,39;18365,85;0;0;0;19239,39;19239,39;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Almacenamiento Embalaje Desembalaje Envase Desenvase y Recarga de Extintores;0;9360;9360;5837,8;0;0;0;9360;9360;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Oficina;0;235;235;194,6;0;0;0;235;235;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Impresion Fotografia Reproduccion y Publicaciones;0;1440;1440;90;0;0;0;1440;1440;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Medicamentos;0;50,5;50,5;42,3;0;0;0;50,5;50,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Suministros para Actividades Agropecuarias Pesca y Caza;0;2626;2626;900;0;0;0;2626;2626;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Insumos Materiales Suministros y Bienes para Investigacion;0;156526,11;156526,11;76668,75;0;0;0;156526,11;156526,11;0;0
780000;TRANSFERENCIAS O DONACIONES PARA INVERSION;Transferencias o Donaciones al Sector Privado no Financiero;0;104000;104000;0;0;0;0;104000;104000;0;0
510000;EGRESOS EN PERSONAL;Decimo Tercer Sueldo;3160599,87;228524,36;3389124,23;0;443721,18;443721,18;443721,18;2945403,05;2945403,05;0;13,09
510000;EGRESOS EN PERSONAL;Encargos;26000;10061,34;36061,34;0;10044;10044;10044;26017,34;26017,34;0;27,85
530000;BIENES Y SERVICIOS DE CONSUMO;Herramientas y Equipos Menores;4635,26;5638,83;10274,09;2530,53;0;0;0;10274,09;10274,09;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Semovientes;4273,17;-4273,17;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Agua de Riego;4845;451,98;5296,98;455;4841,98;4841,98;4841,98;455;455;0;91,41
530000;BIENES Y SERVICIOS DE CONSUMO;Indumentaria Prendas de proteccion Accesorios y Otros;2500;500;3000;0;0;0;0;3000;3000;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales Didacticos;557,7;12,83;570,53;0;0;0;0;570,53;570,53;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Derivados de Hidrocarburos para la Comercializacion Interna;0;20;20;0;0;0;0;20;20;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Egresos para Sanidad Agropecuaria;39986,31;4199,67;44185,98;36367,82;0;0;0;44185,98;44185,98;0;0
710000;EGRESOS EN PERSONAL PARA INVERSION;Beneficio por Jubilacion;1185020;-1131920;53100;0;21803,99;21803,99;21803,99;31296,01;31296,01;0;41,06
730000;BIENES Y SERVICIOS PARA INVERSION;Pasajes al Interior;0;11000;11000;11000;0;0;0;11000;11000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Aseo;0;300;300;100;0;0;0;300;300;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Instrumental Medico Quirurgico;0;225,6;225,6;189;0;0;0;225,6;225,6;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Dispositivos Medicos para Odontologia;0;515,2;515,2;295;0;0;0;515,2;515,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Partes y Repuestos;0;0;0;0;0;0;0;0;0;0;0
