Cuenta;Categoría;Descripción;Asignado;Modificado;Codificado;Monto certificado;Comprometido;Devengado;Pagado;Saldo por comprometer;Saldo por devengar;Saldo por pagar;Porcentaje de ejecución
510000;EGRESOS EN PERSONAL;Salarios Unificados;1532036,16;20110,7;1552146,86;0;123900,52;123900,52;123900,52;1428246,34;1428246,34;0;7,98
510000;EGRESOS EN PERSONAL;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios;13704453,36;133978,19;13838431,55;0;1122092,9;1122092,9;1122092,9;12716338,65;12716338,65;0;8,11
510000;EGRESOS EN PERSONAL;Compensacion por Transporte;23568;-1207;22361;0;0;0;0;22361;22361;0;0
510000;EGRESOS EN PERSONAL;Aporte Patronal;3796544,7;-25032,34;3771512,36;0;310028,15;310028,15;309768,91;3461484,21;3461484,21;259,24;8,22
530000;BIENES Y SERVICIOS DE CONSUMO;Espectaculos Culturales y Sociales;60000;120000;180000;0;0;0;0;180000;180000;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Pasajes al Exterior;187769,8;7917,5;195687,3;70000;0;0;0;195687,3;195687,3;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Mobiliarios (Instalacion Mantenimiento y Reparacion);1500;-1500;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Mantenimiento de Areas Verdes y Arreglo de Vias Internas;9398,11;-9398,11;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Servicio de Auditoria;34673,09;0;34673,09;19773,09;0;0;0;34673,09;34673,09;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Vestuario Lenceria Prendas de Proteccion Insumos y Accesorios para uniformes del personal de Proteccion Vigilancia y Seguridad;114695,75;-3005,03;111690,72;27119,5;0;0;0;111690,72;111690,72;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales de Aseo;97605,03;-53990,76;43614,27;0;0;0;0;43614,27;43614,27;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales de Impresion Fotografia Reproduccion y Publicaciones;30662,32;14905,49;45567,81;0;0;0;0;45567,81;45567,81;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Insumos Bienes y Materiales para Produccion de Programas de Radio Television Eventos Culturales Artisticos y Entretenimiento en General;12139;-8605,5;3533,5;0;0;0;0;3533,5;3533,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Almacenamiento Embalaje Desembalaje Envase Desenvase y Recarga de Extintores;0;11460;11460;0;0;0;0;11460;11460;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Oficina;0;942,2;942,2;0;0;0;0;942,2;942,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Impresion Fotografia Reproduccion y Publicaciones;0;90;90;0;0;0;0;90;90;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Medicamentos;0;50,5;50,5;0;0;0;0;50,5;50,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Suministros para Actividades Agropecuarias Pesca y Caza;0;2626;2626;0;0;0;0;2626;2626;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Insumos Materiales Suministros y Bienes para Investigacion;0;174833,59;174833,59;0;0;0;0;174833,59;174833,59;0;0
780000;TRANSFERENCIAS O DONACIONES PARA INVERSION;Transferencias o Donaciones al Sector Privado no Financiero;0;14000;14000;0;0;0;0;14000;14000;0;0
510000;EGRESOS EN PERSONAL;Decimo Tercer Sueldo;3160599,87;228524,36;3389124,23;0;139,5;139,5;0;3388984,73;3388984,73;139,5;0
510000;EGRESOS EN PERSONAL;Encargos;26000;1061,34;27061,34;0;2511;2511;0;24550,34;24550,34;2511;9,28
530000;BIENES Y SERVICIOS DE CONSUMO;Herramientas y Equipos Menores;4635,26;5638,83;10274,09;0;0;0;0;10274,09;10274,09;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Semovientes;4273,17;-4273,17;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Agua de Riego;4845;451,98;5296,98;4296,98;0;0;0;5296,98;5296,98;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Indumentaria Prendas de proteccion Accesorios y Otros;2500;500;3000;0;0;0;0;3000;3000;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Materiales Didacticos;557,7;-11,17;546,53;0;0;0;0;546,53;546,53;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Derivados de Hidrocarburos para la Comercializacion Interna;0;20;20;0;0;0;0;20;20;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Egresos para Sanidad Agropecuaria;39986,31;4210,17;44196,48;0;0;0;0;44196,48;44196,48;0;0
710000;EGRESOS EN PERSONAL PARA INVERSION;Beneficio por Jubilacion;1185020;-1131920;53100;0;0;0;0;53100;53100;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Pasajes al Interior;0;11000;11000;0;0;0;0;11000;11000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Materiales de Aseo;0;300;300;0;0;0;0;300;300;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Instrumental Medico Quirurgico;0;195,2;195,2;0;0;0;0;195,2;195,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Dispositivos Medicos para Odontologia;0;515,2;515,2;0;0;0;0;515,2;515,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Partes y Repuestos;0;810,26;810,26;0;0;0;0;810,26;810,26;0;0
840000;EGRESOS DE CAPITAL;Vehiculos;0;375429,51;375429,51;30000;0;0;0;375429,51;375429,51;0;0
840000;EGRESOS DE CAPITAL;Equipos Sistemas y Paquetes Informaticos;1041914,05;-324198,11;717715,94;0;0;0;0;717715,94;717715,94;0;0
510000;EGRESOS EN PERSONAL;Alimentacion;182744;-3856;178888;0;0;0;0;178888;178888;0;0
510000;EGRESOS EN PERSONAL;Servicios Personales por Contrato de Docentes del Magisterio y Docentes e Investigadores Universitarios;18894633;-447456;18447177;0;1578035;1578035;1578035;16869142;16869142;0;8,55
530000;BIENES Y SERVICIOS DE CONSUMO;Mobiliario;55344,49;-12166,27;43178,22;0;0;0;0;43178,22;43178,22;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Viaticos y Subsistencias en el Exterior;90682,53;-400;90282,53;0;291,6;291,6;291,6;89990,93;89990,93;0;0,32
530000;BIENES Y SERVICIOS DE CONSUMO;Atencion a Delegados Extranjeros y Nacionales Deportistas Entrenadores y Cuerpo Tecnico que Representen al Pais;87423,6;-5959,5;81464,1;6665,5;0;0;0;81464,1;81464,1;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Lubricantes;6152,46;5979,99;12132,45;0;0;0;0;12132,45;12132,45;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Medicamentos;22435;0;22435;0;0;0;0;22435;22435;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Accesorios e Insumos Quimicos y Organicos;28720,15;-9203,49;19516,66;0;0;0;0;19516,66;19516,66;0;0
570000;OTROS EGRESOS CORRIENTES;Obligaciones por Coactivas Interpuestas por el IESS;1000;-1000;0;0;0;0;0;0;0;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;0;69914,68;69914,68;27600;0;0;0;69914,68;69914,68;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Maquinarias y Equipos (Instalacion Mantenimiento y Reparacion);0;14029,04;14029,04;0;0;0;0;14029,04;14029,04;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;LUBRICANTES;0;113,4;113,4;0;0;0;0;113,4;113,4;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Herramientas y Equipos Menores;0;5124,14;5124,14;0;0;0;0;5124,14;5124,14;0;0
840000;EGRESOS DE CAPITAL;Equipos Medicos;5722,95;25463,49;31186,44;0;0;0;0;31186,44;31186,44;0;0
510000;EGRESOS EN PERSONAL;Remuneraciones Unificadas;6079363,32;-15450,14;6063913,18;0;489876,09;489876,09;489876,09;5574037,09;5574037,09;0;8,08
530000;BIENES Y SERVICIOS DE CONSUMO;Bienes Artisticos Culturales Deportivos y Simbolos Patrios;1849,02;8399,88;10248,9;0;0;0;0;10248,9;10248,9;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Servicios de Aseo Lavado de Vestimenta de Trabajo Fumigacion Desinfeccion Limpieza de Instalaciones manejo de desechos contaminados recuperacion y clasificacion de materiales reciclables;19610,49;17599,85;37210,34;6041,28;0;0;0;37210,34;37210,34;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Edificios Locales Residencias y Cableado Estructurado (Instalacion Mantenimiento y Reparacion);103288;-80924,68;22363,32;0;0;0;0;22363,32;22363,32;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Repuestos y Accesorios;72190,4;-7540,38;64650,02;0;0;0;0;64650,02;64650,02;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Servicios de Aseo Lavado de Vestimenta de Trabajo Fumigacion Desinfeccion Limpieza de Instalaciones manejo de desechos contaminados recuperacion y clasificacion de materiales reciclables;0;1000;1000;0;0;0;0;1000;1000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Servicios en Plantaciones Forestales;0;1835,5;1835,5;0;0;0;0;1835,5;1835,5;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Pasajes al Exterior;0;96967,7;96967,7;9530,91;0;0;0;96967,7;96967,7;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y Placas;0;80871,02;80871,02;0;0;0;0;80871,02;80871,02;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Repuestos y Accesorios;0;12255,22;12255,22;0;0;0;0;12255,22;12255,22;0;0
840000;EGRESOS DE CAPITAL;Maquinarias y Equipos;3789796,52;1583467,73;5373264,25;458075,44;0;0;0;5373264,25;5373264,25;0;0
840000;EGRESOS DE CAPITAL;Herramientas;0;51790,26;51790,26;0;0;0;0;51790,26;51790,26;0;0
840000;EGRESOS DE CAPITAL;Equipos Odontologicos;0;0;0;0;0;0;0;0;0;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Telecomunicaciones;453918,57;-2323,89;451594,68;12486,43;713,57;713,57;104,7;450881,11;450881,11;608,87;0,16
530000;BIENES Y SERVICIOS DE CONSUMO;Difusion Informacion y Publicidad;71587,22;-37097,82;34489,4;1689,4;0;0;0;34489,4;34489,4;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Combustibles;51400,64;47269,26;98669,9;38468,17;301,73;0;0;98368,17;98669,9;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Consultoria Asesoria e Investigacion Especializada;159100;2333,33;161433,33;0;0;0;0;161433,33;161433,33;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Capacitacion a Servidores Publicos;156465,64;-12100,3;144365,34;0;0;0;0;144365,34;144365,34;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Insumos Materiales y Suministros para Construccion Electricidad Plomeria Carpinteria Senalizacion Vial Navegacion Contra Incendios y placas;49322,42;-6753,78;42568,64;3072,5;0;0;0;42568,64;42568,64;0;0
570000;OTROS EGRESOS CORRIENTES;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;1000;-940;60;0;0;0;0;60;60;0;0
580000;TRANSFERENCIAS O DONACIONES CORRIENTES;Becas y Ayudas Economicas;569739,08;-47639,36;522099,72;0;0;0;0;522099,72;522099,72;0;0
580000;TRANSFERENCIAS O DONACIONES CORRIENTES;A Jubilados Patronales;810859,95;0;810859,95;0;171100,79;171100,79;0;639759,16;639759,16;171100,79;21,1
730000;BIENES Y SERVICIOS PARA INVERSION;Viaticos por Gastos de Residencia;0;21816;21816;0;0;0;0;21816;21816;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Mantenimiento de Areas Verdes y Arreglo de Vias Internas;0;241693,2;241693,2;241693,2;0;0;0;241693,2;241693,2;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Consultoria Asesoria e Investigacion Especializada;707199,27;-533199,27;174000;164000;0;0;0;174000;174000;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Equipos Sistemas y Paquetes Informaticos;0;3560;3560;0;0;0;0;3560;3560;0;0
730000;BIENES Y SERVICIOS PARA INVERSION;Semovientes;0;1500;1500;0;0;0;0;1500;1500;0;0
750000;OBRAS PUBLICAS;Alcantarillado;606918,02;-578563,81;28354,21;28354,21;0;0;0;28354,21;28354,21;0;0
750000;OBRAS PUBLICAS;Construcciones y Edificaciones;2620470,01;418740,66;3039210,67;11902,16;0;0;0;3039210,67;3039210,67;0;0
770000;OTROS EGRESOS DE INVERSION;Tasas Generales Impuestos Contribuciones Permisos Licencias y Patentes;5000;1448,5;6448,5;2870,5;0;0;0;6448,5;6448,5;0;0
510000;EGRESOS EN PERSONAL;Servicios Personales por Contrato;111216;4192,13;115408,13;0;3939,44;3939,44;3939,44;111468,69;111468,69;0;3,41
510000;EGRESOS EN PERSONAL;Fondo de Reserva;3363908,16;-175597,67;3188310,49;0;224,57;224,57;0;3188085,92;3188085,92;224,57;0,01
510000;EGRESOS EN PERSONAL;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ;0;134092,51;134092,51;0;0;0;0;134092,51;134092,51;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Equipos Sistemas y Paquetes Informaticos;15654,4;-3528,06;12126,34;0;0;0;0;12126,34;12126,34;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Agua Potable;50878,92;-250;50628,92;42722,55;277,45;277,45;151,23;50351,47;50351,47;126,22;0,55
530000;BIENES Y SERVICIOS DE CONSUMO;Edicion Impresion Reproduccion Publicaciones Suscripciones Fotocopiado Traduccion Empastado Enmarcacion Serigrafia Fotografia Carnetizacion Filmacion e Imagenes Satelitales;93978,55;-5287,91;88690,64;0;0;0;0;88690,64;88690,64;0;0
530000;BIENES Y SERVICIOS DE CONSUMO;Viaticos y Subsistencias en el Interior;200000;-148200;51800;35613,75;686,25;0;0;51113,75;51800;0;0
