FECHA ACTUALIZACIÓN DE LA INFORMACIÓN:;31/1/2026
PERIODICIDAD DE ACTUALIZACIÓN DE LA INFORMACIÓN:;MENSUAL
UNIDAD POSEEDORA DE LA INFORMACIÓN:;HCU - SECRETARÍA GENERAL
PERSONA RESPONSABLE DE LA UNIDAD POSEEDORA DE LA INFORMACIÓN:;DENNIS ANDRES DIAZ ESCOBAR, MARIA AUGUSTA DE LA TORRE PHUMA
CORREO ELECTRÓNICO DE LA PERSONA RESPONSABLE DE LA UNIDAD POSEEDORA DE LA INFORMACIÓN:;dadiaz20@espe.edu.ec, madelatorre@espe.edu.ec
NÚMERO TELEFÓNICO DE LA PERSONA RESPONSABLE DE LA UNIDAD POSEEDORA DE LA INFORMACIÓN:;023989400 EXTENSIÓN 1002,1050
Enlace para descargar el acuerdo o resolución de creación del comité de transparencia;https://transparencia.espe.edu.ec/wp-content/uploads/2021/11/oOrden_de_rectorado_049.pdf
Enlace para descargar el acuerdo o resolución para delegar el manejo de las solicitudes de acceso a la información pública en territorio;https://transparencia.espe.edu.ec/wp-content/uploads/2021/11/RESOLUCION-2021-015.pdf
Enlace para la recepción de solicitudes de acceso a la información pública por vía electrónica;https://transparencia.espe.edu.ec/wp-content/uploads/2021/11/RESOLUCION-2021-015.pdf
Enlace para descargar el listado de responsables de atender las solicitudes de acceso a la información en las delegaciones provinciales;https://transparencia.espe.edu.ec/wp-content/uploads/2021/11/RESOLUCION-2021-015.pdf
LICENCIA;CC-BY-4.0
